0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;20_похожих
Сокровища Сьерра Мадре;Приключения;Криминал;Поиски сокровищ;Классика (до 2000 года);7.977;393;The Treasure of the Sierra Madre;8.2;9.2;;;;;;;;;;;;"Буч Кэссиди и Сандэнс Кид;Остров сокровищ;Индиана Джонс: В поисках утраченного ковчега;Индиана Джонс и последний крестовый Поход;Индиана Джонс и последний крестовый поход;Пираты;Приключения Буратино;Индиана Джонс и Храм Судьбы;Мумия;Аргонавты;Искатели приключений;Дорога на Эльдорадо;Земля Санникова;Роман с камнем;Золото Маккенны;Красное солнце;Человек из Рио;Золотое путешествие Синдбада;Всадник без головы;Капитан «Пилигрима»"
Отважные капитаны;Приключения;Семейный;Экстремальное выживание;Классика (до 2000 года);7.39;10448;Captains Courageous;7.9;7.9;;;;;;;;;;;;"Последний дюйм;Далеко по соседству;Робинзон Крузо;Жизнь и удивительные приключения Робинзона Крузо;Приключения Кроша;Зов предков;В белом плену;Я иду искать;Зов волка;След тигра;Тарбозавр 3D;Приключения Буратино;Приключения желтого чемоданчика;Тарзан;Новые приключения капитана Врунгеля;Том Сойер;Приключения Гекльберри Финна;Приключения маленьких итальянцев;Остаться в живых;Голубая бездна"
Джуманджи;Приключения;Фэнтези;Экзотические путешествия;Классика (до 2000 года);7.886;8161;Jumanji;7.1;6;;;;;;;;;;;;"Потерянный горизонт;Приключения барона Мюнхгаузена;Одиссея;Черепашки-ниндзя 3;10 000 лет до н.э.;Пираты Карибского моря: На краю света;Кинг Конг;Синдбад: Легенда семи морей;Круиз по джунглям;Атлантида 2: Возвращение Майло;Приключения Шаркбоя и Лавы;Мумия;Аргонавты;Золотое путешествие Синдбада;Копи царя Соломона;Приключения Аладдина;Приключения Аленушки и Еремы;Вокруг света за 80 дней;Фицкарральдо;Порко Россо"
Приключения Шаркбоя и Лавы;Приключения;Фэнтези;Экзотические путешествия;Современное кино (2000–2020);4.233;84201;The Adventures of Sharkboy and Lavagirl 3-D;3.8;4.4;;;;;;;;;;;;"10 000 лет до н.э.;Пираты Карибского моря: На краю света;Кинг Конг;Синдбад: Легенда семи морей;Атлантида 2: Возвращение Майло;Джуманджи;Потерянный горизонт;Приключения барона Мюнхгаузена;Одиссея;Круиз по джунглям;Черепашки-ниндзя 3;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Атлантида: Затерянный мир;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Эспен в поисках Золотого замка;Пираты Карибского моря: Мертвецы не рассказывают сказки"
Три мушкетера;Приключения;Исторический;Исторические квесты;Классика (до 2000 года);4.059;713355;;3.9;0;;;;;;;;;;;;"13-й воин;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Картуш;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Черная стрела;Тайна королевы Анны, или Мушкетеры 30 лет спустя;Д'Артаньян и три мушкетера;Возвращение мушкетеров;Д'Артаньян и три мушкетёра;Братство волка;Три мушкетера: Подвески королевы;Три мушкетера: Месть миледи"
Золото;Приключения;Драма;Поиски сокровищ;Современное кино (2000–2020);7.398;577255;Gold;6.7;5.2;;;;;;;;;;;;"Касаясь пустоты;Жизнь Пи;Выживший;Северная стена;Выжить;Побег из Гулага;Эверест;Путешествие Гектора в поисках счастья;В лесах Сибири;Пляж;Джунгли;Идеальный шторм;Альфа;Жил-был тигр;Полет Феникса;Ледокол;Жажда странствий;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Граф Монте-Кристо"
Диггеры;Приключения;Комедия;Поиски сокровищ;Новинки (2020–2025);3.112;899500;;3.5;0;;;;;;;;;;;;"Клад;Пираты;Дорога на Эльдорадо;Роман с камнем;Жемчужина Нила;В поисках приключений;Охотники за сокровищами;Атлантида Русского Севера;Приключения Хомы;Приключения запятой и точки;Золотая речка;Удивительные приключения Дениса Кораблева;Ван-Пис: Красный;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Приключения Десперо;Либерея: Охотники за сокровищами;Мэрайа Мунди и шкатулка Мидаса;Пятерка кладоискателей;V Центурия. В поисках зачарованных сокровищ"
Граф Монте-Кристо;Приключения;Исторический;Поиски сокровищ;Современное кино (2000–2020);8.117;5452393;Le Comte de Monte-Cristo;7.6;7.9;;;;;;;;;;;;"Сокровище нации;Сокровище;Сокровище нации: Книга Тайн;Остров сокровищ;Атлантида Русского Севера;Золото Маккенны;Братство волка;Идальго: Погоня в пустыне;В сердце моря;Черное золото;Орел Девятого легиона;Китобой;Гардемарины III;Робин Гуд: Начало;Форт Росс: В поисках приключений;В пасти океана;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Планета сокровищ"
Зов предков;Приключения;Семейный;Экстремальное выживание;Новинки (2020–2025);7.659;1060511;The Call of the Wild;6.7;6;;;;;;;;;;;;"Я иду искать;Зов волка;След тигра;Последний дюйм;Отважные капитаны;В белом плену;Далеко по соседству;Робинзон Крузо;Жизнь и удивительные приключения Робинзона Крузо;Приключения Кроша;Тарбозавр 3D;Приключения Хомы;Приключения запятой и точки;Золотая речка;Удивительные приключения Дениса Кораблева;Приключения Десперо;Пятерка кладоискателей;Затерянные в Антарктиде;Последний герой;Пропавшая экспедиция"
След в океане;Приключения;Драма;Экзотические путешествия;Классика (до 2000 года);5.775;43839;;6.1;0;;;;;;;;;;;;"Путешествие Гектора в поисках счастья;Пляж;Водопад Ангела;Водопад Ангела;На Байкал;Остаться в живых;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль;Белый шквал;Акваланги на дне;Живой;07-й меняет курс;Килиманджара;Полярный рейс;Вокруг света за 80 дней;Фицкарральдо;Порко Россо;Джуманджи"
Выживая с волками;Приключения;Биографический;Экстремальное выживание;Современное кино (2000–2020);7.518;311470;Survivre avec les loups;6.5;0;;;;;;;;;;;;"127 часов;Альпинист;В диких условиях;Кон-Тики;Борьба со льдом;Выжившие;Затерянный город Z;В Арктику;Касаясь пустоты;Жизнь Пи;Выживший;Северная стена;Покорители волн;Выжить;Побег из Гулага;Игра на выживание;Эверест;В белом плену;В сердце моря;В лесах Сибири"
Приключения Гекльберри Финна;Приключения;Семейный;Экзотические путешествия;Классика (до 2000 года);6.337;634300;Die Abenteuer des Huck Finn;5.8;0;;;;;;;;;;;;"Приключения желтого чемоданчика;Тарзан;Новые приключения капитана Врунгеля;Приключения маленьких итальянцев;Невероятное путешествие мистера Спивета;Последний дюйм;Приключения Буратино;Отважные капитаны;Далеко по соседству;Робинзон Крузо;Жизнь и удивительные приключения Робинзона Крузо;Приключения Кроша;Том Сойер;Вокруг света за 80 дней;Фицкарральдо;Порко Россо;Джуманджи;Потерянный горизонт;Приключения барона Мюнхгаузена;Неукротимая Анжелика"
Приключения желтого чемоданчика;Приключения;Семейный;Экзотические путешествия;Классика (до 2000 года);8.077;43261;;6.9;0;;;;;;;;;;;;"Тарзан;Новые приключения капитана Врунгеля;Приключения Гекльберри Финна;Приключения маленьких итальянцев;Невероятное путешествие мистера Спивета;Последний дюйм;Приключения Буратино;Отважные капитаны;Далеко по соседству;Робинзон Крузо;Жизнь и удивительные приключения Робинзона Крузо;Приключения Кроша;Том Сойер;Вокруг света за 80 дней;Фицкарральдо;Порко Россо;Джуманджи;Потерянный горизонт;Приключения барона Мюнхгаузена;Неукротимая Анжелика"
Красное солнце;Приключения;Боевик (Экшен);Поиски сокровищ;Классика (до 2000 года);7.607;13593;Soleil rouge;6.8;0;;;;;;;;;;;;"Индиана Джонс: В поисках утраченного ковчега;Индиана Джонс и последний крестовый Поход;Индиана Джонс и последний крестовый поход;Индиана Джонс и Храм Судьбы;Искатели приключений;Человек из Рио;Остров головорезов;Вольный ветер;Доспехи бога: В поисках сокровищ;Приключения Тинтина: Тайна Единорога;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Сахара;Лара Крофт: Расхитительница гробниц;Tomb Raider: Лара Крофт;Либерея: Охотники за сокровищами;Сокровища О.К.;Маска Зорро;Приключения «Посейдона»;Зорро"
Одинокий рейнджер;Приключения;Боевик (Экшен);Исторические квесты;Современное кино (2000–2020);6.789;461981;The Lone Ranger;6.4;4.9;;;;;;;;;;;;"Легенда Зорро;Маска Зорро;Зорро;Покорители волн;Приключения Тинтина: Тайна Единорога;Игра на выживание;Во власти стихии;Вертикальный предел;Сахара;Лара Крофт: Расхитительница гробниц;Tomb Raider: Лара Крофт;Тарзан. Легенда;Сокровища О.К.;Братство волка;Орел Девятого легиона;Необычайные приключения Адель;Гардемарины III;Робин Гуд: Начало;Форт Росс: В поисках приключений;Гладиаторы Рима"
Акваланги на дне;Приключения;Драма;Экстремальное выживание;Классика (до 2000 года);7.108;43443;;6.5;0;;;;;;;;;;;;"Остаться в живых;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль;Белый шквал;Живой;07-й меняет курс;Килиманджара;Полярный рейс;Касаясь пустоты;Жизнь Пи;Выживший;Затерянные в Антарктиде;Северная стена;Выжить;Побег из Гулага;Эверест;72 градуса ниже нуля;В лесах Сибири"
Клад;Приключения;Комедия;Поиски сокровищ;Новинки (2020–2025);7.78;468000;;7;0;;;;;;;;;;;;"Диггеры;Пираты;Дорога на Эльдорадо;Роман с камнем;Жемчужина Нила;В поисках приключений;Охотники за сокровищами;Атлантида Русского Севера;Приключения Хомы;Приключения запятой и точки;Золотая речка;Удивительные приключения Дениса Кораблева;Ван-Пис: Красный;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Приключения Десперо;Либерея: Охотники за сокровищами;Мэрайа Мунди и шкатулка Мидаса;Пятерка кладоискателей;V Центурия. В поисках зачарованных сокровищ"
Эспен в поисках Золотого замка;Приключения;Фэнтези;Поиски сокровищ;Современное кино (2000–2020);7.056;1179577;Askeladden i Soria Moria slott;6.3;0;;;;;;;;;;;;"Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Атлантида: Затерянный мир;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Пираты Карибского моря: Мертвецы не рассказывают сказки;Железная маска;Библиотекарь: В поисках копья судьбы;Библиотекарь 2: Возвращение в Копи Царя Соломона;Библиотекарь 3: Проклятие иудовой чаши;Мумия: Гробница Императора Драконов;Мумия;Аргонавты;Золотое путешествие Синдбада;Ван-Пис: Красный;Копи царя Соломона;Мэрайа Мунди и шкатулка Мидаса;Приключения Аладдина"
Сокровище нации: Книга Тайн;Приключения;Исторический;Поиски сокровищ;Современное кино (2000–2020);7.452;195408;National Treasure: Book of Secrets;6.5;4.8;;;;;;;;;;;;"Граф Монте-Кристо;Сокровище нации;Сокровище;Остров сокровищ;Атлантида Русского Севера;Золото Маккенны;Братство волка;Идальго: Погоня в пустыне;В сердце моря;Черное золото;Орел Девятого легиона;Китобой;Гардемарины III;Робин Гуд: Начало;Форт Росс: В поисках приключений;В пасти океана;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Планета сокровищ"
Остаться в живых;Приключения;Драма;Экстремальное выживание;Классика (до 2000 года);8.139;104122;Lost;8.3;0;;;;;;;;;;;;"Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль;Белый шквал;Акваланги на дне;Живой;07-й меняет курс;Килиманджара;Полярный рейс;Касаясь пустоты;Жизнь Пи;Выживший;Затерянные в Антарктиде;Северная стена;Выжить;Побег из Гулага;Эверест;72 градуса ниже нуля;В лесах Сибири"
Мэрайа Мунди и шкатулка Мидаса;Приключения;Фэнтези;Поиски сокровищ;Новинки (2020–2025);5.348;464373;The Adventurer: The Curse of the Midas Box;5.5;5;;;;;;;;;;;;"Ван-Пис: Красный;V Центурия. В поисках зачарованных сокровищ;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Мумия;Аргонавты;Атлантида: Затерянный мир;Золотое путешествие Синдбада;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Эспен в поисках Золотого замка;Копи царя Соломона;Пираты Карибского моря: Мертвецы не рассказывают сказки;Железная маска;Библиотекарь: В поисках копья судьбы;Библиотекарь 2: Возвращение в Копи Царя Соломона;Библиотекарь 3: Проклятие иудовой чаши;Мумия: Гробница Императора Драконов"
Черное золото;Приключения;Исторический;Экзотические путешествия;Современное кино (2000–2020);7.342;557955;Black Gold;6.6;4;;;;;;;;;;;;"Идальго: Погоня в пустыне;Неукротимая Анжелика;На краю Земли;Виннету — сын Инчу-Чуна;Граф Монте-Кристо;Сокровище нации;Сокровище;Братство волка;В сердце моря;Сокровище нации: Книга Тайн;Орел Девятого легиона;Китобой;Гардемарины III;Робин Гуд: Начало;Форт Росс: В поисках приключений;В пасти океана;10 000 лет до н.э.;Хозяин морей: На краю Земли;Пираты Карибского моря: На краю света;Невероятная жизнь Уолтера Митти"
Остров погибших кораблей;Приключения;Фантастика;Экзотические путешествия;Классика (до 2000 года);6.88;95169;;5.7;0;;;;;;;;;;;;"Парк Юрского периода 2: Затерянный мир;Необыкновенные приключения Карика и Вали;Конго;Затерянный мир;Путешествие к центру Земли;Кинг-Конг;Путешествие 2: Таинственный остров;Земля Санникова;Миллион лет до нашей эры;Вокруг света за 80 дней;Фицкарральдо;Порко Россо;Джуманджи;Приключения желтого чемоданчика;Потерянный горизонт;Тарзан;Приключения барона Мюнхгаузена;Неукротимая Анжелика;Пираты ХХ века;Жизнь Бенгальского улана"
Последний герой;Приключения;Боевик (Экшен);Экстремальное выживание;Новинки (2020–2025);7.725;43147;;7.1;0;;;;;;;;;;;;"Затерянные во льдах;Амазония: Инструкция по выживанию;Школа выживания;Покорители волн;Игра на выживание;Приключения «Посейдона»;Смерч;Во власти стихии;Вертикальный предел;Пик Данте;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Либерея: Охотники за сокровищами;Затерянные в Антарктиде;Пропавшая экспедиция;Потерянный в снегах;Зов предков;72 градуса ниже нуля;Два капитана 2;Я иду искать"
Приключения Хомы;Приключения;Семейный;Поиски сокровищ;Новинки (2020–2025);7.994;255325;;7;0;;;;;;;;;;;;"Приключения запятой и точки;Золотая речка;Удивительные приключения Дениса Кораблева;Приключения Десперо;Пятерка кладоискателей;Приключения Буратино;Сокровище Амазонки;Том Сойер;Зов предков;Я иду искать;Зов волка;След тигра;Атлантида Русского Севера;Клад;Ван-Пис: Красный;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Либерея: Охотники за сокровищами;Мэрайа Мунди и шкатулка Мидаса;V Центурия. В поисках зачарованных сокровищ"
Выжить;Приключения;Драма;Экстремальное выживание;Современное кино (2000–2020);7.696;9298;Alive;7.1;6.3;;;;;;;;;;;;"Касаясь пустоты;Жизнь Пи;Выживший;Северная стена;Побег из Гулага;Эверест;В лесах Сибири;Джунгли;Идеальный шторм;Альфа;Жил-был тигр;Полет Феникса;Ледокол;Жажда странствий;Остаться в живых;Затерянные в Антарктиде;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль"
Потерянный горизонт;Приключения;Фэнтези;Экзотические путешествия;Классика (до 2000 года);7.413;8210;Lost Horizon;7.6;7.7;;;;;;;;;;;;"Джуманджи;Приключения барона Мюнхгаузена;Одиссея;Черепашки-ниндзя 3;10 000 лет до н.э.;Пираты Карибского моря: На краю света;Кинг Конг;Синдбад: Легенда семи морей;Круиз по джунглям;Атлантида 2: Возвращение Майло;Приключения Шаркбоя и Лавы;Мумия;Аргонавты;Золотое путешествие Синдбада;Копи царя Соломона;Приключения Аладдина;Приключения Аленушки и Еремы;Вокруг света за 80 дней;Фицкарральдо;Порко Россо"
Индиана Джонс: В поисках утраченного ковчега;Приключения;Боевик (Экшен);Поиски сокровищ;Классика (до 2000 года);7.985;339;Raiders of the Lost Ark;8.4;9.3;;;;;;;;;;;;"Индиана Джонс и последний крестовый Поход;Индиана Джонс и последний крестовый поход;Индиана Джонс и Храм Судьбы;Искатели приключений;Красное солнце;Человек из Рио;Остров головорезов;Вольный ветер;Доспехи бога: В поисках сокровищ;Приключения Тинтина: Тайна Единорога;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Сахара;Лара Крофт: Расхитительница гробниц;Tomb Raider: Лара Крофт;Либерея: Охотники за сокровищами;Сокровища О.К.;Маска Зорро;Приключения «Посейдона»;Зорро"
Побег из Гулага;Приключения;Драма;Экстремальное выживание;Современное кино (2000–2020);7.536;52408;So weit die F??e tragen;7.3;0;;;;;;;;;;;;"Касаясь пустоты;Жизнь Пи;Выживший;Северная стена;Выжить;Эверест;В лесах Сибири;Джунгли;Идеальный шторм;Альфа;Жил-был тигр;Полет Феникса;Ледокол;Жажда странствий;Остаться в живых;Затерянные в Антарктиде;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль"
Капитан «Пилигрима»;Приключения;Детектив;Поиски сокровищ;Классика (до 2000 года);7.092;44703;;6.5;0;;;;;;;;;;;;"Всадник без головы;Особо важное задание;Остров сокровищ;Индиана Джонс: В поисках утраченного ковчега;Индиана Джонс и последний крестовый Поход;Сокровища Сьерра Мадре;Индиана Джонс и последний крестовый поход;Буч Кэссиди и Сандэнс Кид;Пираты;Приключения Буратино;Индиана Джонс и Храм Судьбы;Мумия;Аргонавты;Искатели приключений;Дорога на Эльдорадо;Земля Санникова;Роман с камнем;Золото Маккенны;Красное солнце;Человек из Рио"
Далеко по соседству;Приключения;Семейный;Экстремальное выживание;Классика (до 2000 года);7.123;466649;Quartier lointain;6.9;0;;;;;;;;;;;;"Последний дюйм;Отважные капитаны;Робинзон Крузо;Жизнь и удивительные приключения Робинзона Крузо;Приключения Кроша;Зов предков;В белом плену;Я иду искать;Зов волка;След тигра;Тарбозавр 3D;Приключения Буратино;Приключения желтого чемоданчика;Тарзан;Новые приключения капитана Врунгеля;Том Сойер;Приключения Гекльберри Финна;Приключения маленьких итальянцев;Остаться в живых;Голубая бездна"
Парк Юрского периода 2: Затерянный мир;Приключения;Фантастика;Экзотические путешествия;Классика (до 2000 года);7.031;1060;The Lost World: Jurassic Park;6.6;5.7;;;;;;;;;;;;"Необыкновенные приключения Карика и Вали;Остров погибших кораблей;Конго;Затерянный мир;Путешествие к центру Земли;Кинг-Конг;Путешествие 2: Таинственный остров;Земля Санникова;Миллион лет до нашей эры;Вокруг света за 80 дней;Фицкарральдо;Порко Россо;Джуманджи;Приключения желтого чемоданчика;Потерянный горизонт;Тарзан;Приключения барона Мюнхгаузена;Неукротимая Анжелика;Пираты ХХ века;Жизнь Бенгальского улана"
Призрак и Тьма;Приключения;Триллер;Экстремальное выживание;Классика (до 2000 года);7.598;5815;The Ghost and the Darkness;6.8;5.5;;;;;;;;;;;;"В Арктику;Пропавшая экспедиция;Потерянный в снегах;Затерянные в лесах;Санктум;Выжившая;Опасная природа;Над глубиной: Хроника выживания;Остаться в живых;Последний дюйм;Отважные капитаны;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль;Красная палатка;Приключения «Посейдона»;Далеко по соседству;Белый шквал;Робинзон Крузо"
Покорители волн;Приключения;Боевик (Экшен);Экстремальное выживание;Современное кино (2000–2020);7.919;546244;Chasing Mavericks;7.1;4.9;;;;;;;;;;;;"Игра на выживание;Во власти стихии;Вертикальный предел;Последний герой;Приключения «Посейдона»;Смерч;Затерянные во льдах;Амазония: Инструкция по выживанию;Пик Данте;Школа выживания;Приключения Тинтина: Тайна Единорога;Одинокий рейнджер;Легенда Зорро;Сахара;Лара Крофт: Расхитительница гробниц;Tomb Raider: Лара Крофт;Тарзан. Легенда;Сокровища О.К.;127 часов;В Арктику"
Приключения маленьких итальянцев;Приключения;Семейный;Экзотические путешествия;Классика (до 2000 года);4.474;721686;;5.9;0;;;;;;;;;;;;"Приключения желтого чемоданчика;Тарзан;Новые приключения капитана Врунгеля;Приключения Гекльберри Финна;Невероятное путешествие мистера Спивета;Последний дюйм;Приключения Буратино;Отважные капитаны;Далеко по соседству;Робинзон Крузо;Жизнь и удивительные приключения Робинзона Крузо;Приключения Кроша;Том Сойер;Вокруг света за 80 дней;Фицкарральдо;Порко Россо;Джуманджи;Потерянный горизонт;Приключения барона Мюнхгаузена;Неукротимая Анжелика"
Анчартед: На картах не значится;Приключения;Боевик (Экшен);Поиски сокровищ;Новинки (2020–2025);6.811;468373;Uncharted;6.3;5.3;;;;;;;;;;;;"С глаз - долой, из чарта - вон!;Либерея: Охотники за сокровищами;Индиана Джонс: В поисках утраченного ковчега;Индиана Джонс и последний крестовый Поход;Индиана Джонс и последний крестовый поход;Индиана Джонс и Храм Судьбы;Искатели приключений;Приключения Тинтина: Тайна Единорога;Красное солнце;Человек из Рио;Остров головорезов;Сахара;Вольный ветер;Лара Крофт: Расхитительница гробниц;Tomb Raider: Лара Крофт;Доспехи бога: В поисках сокровищ;Сокровища О.К.;Последний герой;Затерянные во льдах;Амазония: Инструкция по выживанию"
Золотое путешествие Синдбада;Приключения;Фэнтези;Поиски сокровищ;Классика (до 2000 года);7.215;48697;The Golden Voyage of Sinbad;6.8;5.6;;;;;;;;;;;;"Мумия;Аргонавты;Копи царя Соломона;Приключения Аладдина;Пираты Карибского моря: Проклятие черной жемчужины;Пираты Карибского моря: Проклятие Черной жемчужины;Пираты Карибского моря: Сундук мертвеца;Атлантида: Затерянный мир;Пираты Карибского моря: На странных берегах;Принц Персии: Пески времени;Мумия возвращается;Ван-Пис: Красный;Эспен в поисках Золотого замка;Пираты Карибского моря: Мертвецы не рассказывают сказки;Железная маска;Библиотекарь: В поисках копья судьбы;Библиотекарь 2: Возвращение в Копи Царя Соломона;Библиотекарь 3: Проклятие иудовой чаши;Мумия: Гробница Императора Драконов;Мэрайа Мунди и шкатулка Мидаса"
Неуловимые мстители 2: Новые приключения неуловимых;Приключения;Военный;Исторические квесты;Классика (до 2000 года);8.083;46420;;7.3;0;;;;;;;;;;;;"Неуловимые мстители;След Сокола;Жизнь Бенгальского улана;13-й воин;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Маска Зорро;Робин Гуд: Принц воров;Зорро;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Капитан Фракасс;Картуш;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Черная стрела;Тайна королевы Анны, или Мушкетеры 30 лет спустя"
Мир Юрского периода;Приключения;Фантастика;Экстремальное выживание;Современное кино (2000–2020);6.883;594554;Jurassic World;6.9;6.7;;;;;;;;;;;;"Конг: Остров черепа;Парк Юрского периода 3;Миллион лет до нашей эры;Война динозавров;Скалолазка и Последний из седьмой колыбели;Планета сокровищ;Кинг-Конг;Индиана Джонс и Королевство хрустального черепа;Путешествие 2: Таинственный остров;127 часов;В Арктику;Альпинист;Касаясь пустоты;В диких условиях;Жизнь Пи;Выживший;Северная стена;Покорители волн;Выжить;Побег из Гулага"
Д'Артаньян и три мушкетера;Приключения;Исторический;Исторические квесты;Классика (до 2000 года);5.727;276318;D'Artagnan et les Trois Mousquetaires;5.2;0;;;;;;;;;;;;"13-й воин;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Картуш;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Черная стрела;Тайна королевы Анны, или Мушкетеры 30 лет спустя;Три мушкетера;Возвращение мушкетеров;Д'Артаньян и три мушкетёра;Братство волка;Три мушкетера: Подвески королевы;Три мушкетера: Месть миледи"
Пляж;Приключения;Драма;Экзотические путешествия;Современное кино (2000–2020);7.38;6871;The Beach;6.6;4.5;;;;;;;;;;;;"Путешествие Гектора в поисках счастья;Водопад Ангела;Водопад Ангела;След в океане;На Байкал;Касаясь пустоты;Жизнь Пи;Выживший;Северная стена;Выжить;Побег из Гулага;Эверест;В лесах Сибири;Золото;Джунгли;Идеальный шторм;Альфа;Жил-был тигр;Полет Феникса;Ледокол"
Жизнь Пи;Приключения;Драма;Экстремальное выживание;Современное кино (2000–2020);7.831;158786;Life of Pi;7.9;7.9;;;;;;;;;;;;"Касаясь пустоты;Выживший;Северная стена;Выжить;Побег из Гулага;Эверест;В лесах Сибири;Джунгли;Идеальный шторм;Альфа;Жил-был тигр;Полет Феникса;Ледокол;Жажда странствий;Остаться в живых;Затерянные в Антарктиде;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль"
Затерянный мир;Приключения;Фантастика;Экзотические путешествия;Классика (до 2000 года);5.939;180960;Land of the Lost;5.3;4.2;;;;;;;;;;;;"Парк Юрского периода 2: Затерянный мир;Необыкновенные приключения Карика и Вали;Остров погибших кораблей;Конго;Путешествие к центру Земли;Кинг-Конг;Путешествие 2: Таинственный остров;Земля Санникова;Миллион лет до нашей эры;Вокруг света за 80 дней;Фицкарральдо;Порко Россо;Джуманджи;Приключения желтого чемоданчика;Потерянный горизонт;Тарзан;Приключения барона Мюнхгаузена;Неукротимая Анжелика;Пираты ХХ века;Жизнь Бенгальского улана"
Жажда странствий;Приключения;Драма;Экстремальное выживание;Современное кино (2000–2020);5.826;523058;Wanderlust;5.6;5.6;;;;;;;;;;;;"Касаясь пустоты;Жизнь Пи;Выживший;Северная стена;Выжить;Побег из Гулага;Эверест;В лесах Сибири;Джунгли;Идеальный шторм;Альфа;Жил-был тигр;Полет Феникса;Ледокол;Остаться в живых;Затерянные в Антарктиде;Голубая бездна;Только у ангелов есть крылья;Моби Дик;Вертикаль"
Картуш;Приключения;Исторический;Исторические квесты;Классика (до 2000 года);7.095;13534;Cartouche;6.5;0;;;;;;;;;;;;"13-й воин;Одиссея капитана Блада;Последний из могикан;Приключения Робин Гуда;Мушкетеры;Робин Гуд: Принц воров;Стрелы Робин Гуда;Принц и нищий;Человек в железной маске;Чингачгук — Большой Змей;Мушкетеры 20 лет спустя;Черная стрела;Тайна королевы Анны, или Мушкетеры 30 лет спустя;Д'Артаньян и три мушкетера;Три мушкетера;Возвращение мушкетеров;Д'Артаньян и три мушкетёра;Братство волка;Три мушкетера: Подвески королевы;Три мушкетера: Месть миледи"
Приключения Тинтина: Тайна Единорога;Приключения;Боевик (Экшен);Поиски сокровищ;Современное кино (2000–2020);7.405;406186;The Adventures of Tintin;7.3;7;;;;;;;;;;;;"Сахара;Лара Крофт: Расхитительница гробниц;Tomb Raider: Лара Крофт;Сокровища О.К.;Индиана Джонс: В поисках утраченного ковчега;Индиана Джонс и последний крестовый Поход;Индиана Джонс и последний крестовый поход;Индиана Джонс и Храм Судьбы;Искатели приключений;Красное солнце;Человек из Рио;Анчартед: На картах не значится;С глаз - долой, из чарта - вон!;Остров головорезов;Вольный ветер;Либерея: Охотники за сокровищами;Доспехи бога: В поисках сокровищ;Покорители волн;Игра на выживание;Во власти стихии"
