0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;20_похожих
Дикое поле;Драма;Криминал;Грустное/Трагическое;Современное кино (2000–2020);7.09;418255;;7.1;0;;;;;;;;;;;;"25-й час;21 грамм;Реквием по мечте;Дурак;Призраки;Кровавый алмаз;Класс;Боулинг для Колумбины;Таинственная река;Окраина;Столкновение;Головой о стену;Это — Англия;Судья;Сочувствие госпоже Месть;Бьютифул;Сочувствие господину Месть;Порожний рейс;Бойцовая рыбка;Левиафан"
Другая женщина;Драма;Мелодрама;Философское;Классика (до 2000 года);6.783;665315;The Other Woman;6;4.3;;;;;;;;;;;;"Идиот;Легенда о пианисте;Красота по-американски;Короткий фильм о любви;Белорусский вокзал;Три цвета: Красный;Ностальгия;Выпускник;Сто дней после детства;Девять дней одного года;Несколько дней из жизни И.И. Обломова;Жить своей жизнью;Магнолия;Асса;Аталанта;Мужское-женское;Три цвета: Белый;Дорогая Елена Сергеевна;Смерть в Венеции;Знахарь"
Вас вызывает Таймыр;Драма;Приключения;Грустное/Трагическое;Новинки (2020–2025);7.645;257747;;6.8;0;;;;;;;;;;;;"Прерванный полет;Двое;Утонуть на суше;В одиночестве;Айка;Венди и Люси;Ранэвэйс;И грянул шторм;Матч-реванш;Высота 89;Белая стрела;Новости со всех концов света;Стрекоза;Одиночное плавание;Философы: Урок выживания;Проигранное место;Светлячок;Вера;Архангельские новеллы;Гора самоцветов"
Одиножды один;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);6.95;42728;;6.8;0;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Сомнение;Драма;Детектив;Философское;Современное кино (2000–2020);7.374;309385;Doubt;7.5;7;;;;;;;;;;;;"12;Однажды в Анатолии;В доме;12 разгневанных мужчин;Я — начало;Пикник у Висячей скалы;Анатомия падения;Лабиринты прошлого;Расемон;Преступление и наказание;Чудовище;В центре внимания;Подмена;Загадочная кожа;В долине Эла;Разоблачение;Миллион для чайников;45 лет;Самсара;Жизнь других"
Злое;Драма;Биографический;Грустное/Трагическое;Современное кино (2000–2020);6.327;1309482;Malignant;6.2;6.3;;;;;;;;;;;;"3096 дней;12 лет рабства;Забивание камнями Сорайи М.;Обыкновенное сердце;Рестлер;Страсти Христовы;Малена;Юнайтед. Мюнхенская трагедия;Все еще Элис;Морфий;Бобби;Сначала они убили моего отца;Скандал;Кливлендские пленницы;Смерть и жизнь Джона Ф. Донована;Быть Флинном;Голод;На острие;Ночи в стиле буги;Прерванная жизнь"
В лучах солнца;Драма;Военный;Вдохновляющее;Новинки (2020–2025);7.218;944814;Under the Sun;7.4;7.7;;;;;;;;;;;;"Праведник;Ключи от неба;Мальчик русский;Золотые небеса;Жизнь прекрасна;Запах женщины;Мандарины;Разные судьбы;Легенда Багера Ванса;Оптимистическая трагедия;Укрытие;Бал;Осенние корабли;Мысли о свободе;Дорога к матери;И на камнях растут деревья;Аманат;Моя мама;Снегирь;Я не вернусь"
Юрьев день;Драма;Комедия;Философское;Современное кино (2000–2020);6.924;407329;;6.7;0;;;;;;;;;;;;"Кавалерия;Великая красота;Голгофа;Географ глобус пропил;Сломанные цветы;Серьезный человек;Чеховские мотивы;Свободное плавание;Игби идет ко дну;Где-то;Артур Ньюман;Клуб «Завтрак»;Виридиана;Сладкая жизнь;Скверный анекдот;Делай — раз!;Нэшвилл;Астенический синдром;Человек из Подольска;Идиоты"
Перевод с американского;Драма;Триллер;Философское;Новинки (2020–2025);5.75;557841;American Translation;5.3;0;;;;;;;;;;;;"Ложное искушение;Бойцовский клуб;Жизнь других;Персона;Догвилль;Профессия: Репортер;Матч Поинт;Персонаж;С широко закрытыми глазами;Второй шанс;Венера в мехах;Мартовские иды;Пылающий;Грех;Как я провел этим летом;Внутренняя империя;Иррациональный человек;Зильс-Мария;Волна;Европа"
Дом духов;Драма;Мелодрама;Грустное/Трагическое;Классика (до 2000 года);7.676;1888;The House of the Spirits;6.9;4.7;;;;;;;;;;;;"Студия 54;Анюта;Жестокий романс;Уроки французского;Кто боится Вирджинии Вульф?;Кабаре;Тени забытых предков;Простая история;Неоконченная пьеса для механического пианино;Белые росы;Слезы капали;Рассекая волны;Доктор Живаго;Дни вина и роз;Филадельфия;Все о моей матери;Когда деревья были большими;Три цвета: Синий;Евгений Онегин;Девушка на мосту"
Семь жизней;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);8.207;395787;Seven Pounds;7.6;4.6;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь;Ложь во спасение"
Вечная жизнь Александра Христофорова;Драма;Фантастика;Философское;Новинки (2020–2025);6.951;1045555;;5.9;0;;;;;;;;;;;;"Небесный суд;Белый шум;Шоу Трумана;Кояанискатси;Жертвоприношение;Загадочная история Бенджамина Баттона;Пробуждение жизни;Полеты во сне и наяву;Человек родился;Меланхолия;Бумажный солдат;Слепота;Это все он;Восемь с половиной;Восемь с половиной долларов;4;Интервью с Богом;Под электрическими облаками;Высотка;Космополис"
Капитан Фантастик;Драма;Семейный;Философское;Современное кино (2000–2020);7.685;841147;Captain Fantastic;7.8;7.2;;;;;;;;;;;;"Развод Надера и Симин;Возвращение;Наследники;Дитя погоды;Отрочество;Урок литературы;Небраска;Императорский клуб;О Шмидте;Еще один год;Возвращение домой;Коктебель;Хотел бы я быть здесь;Хэппи-энд;Детки в порядке;Древо жизни;Не оставляющий следа;Возвращение в А;Воришки;Зимний сон"
Хешер;Драма;Комедия;Грустное/Трагическое;Современное кино (2000–2020);7.343;455190;Hesher;6.9;5.8;;;;;;;;;;;;"Кавалерия;…А в душе я танцую;Великая красота;Человек без прошлого;Голгофа;Географ глобус пропил;Сломанные цветы;Серьезный человек;Чеховские мотивы;Свободное плавание;Игби идет ко дну;Юрьев день;Где-то;Артур Ньюман;3096 дней;25-й час;21 грамм;12 лет рабства;Чернобыль;Короткий срок 12"
Большие надежды;Драма;Мелодрама;Грустное/Трагическое;Классика (до 2000 года);6.799;582269;Great Expectations;6.3;6.2;;;;;;;;;;;;"Студия 54;Анюта;Жестокий романс;Уроки французского;Кто боится Вирджинии Вульф?;Кабаре;Тени забытых предков;Простая история;Неоконченная пьеса для механического пианино;Белые росы;Слезы капали;Рассекая волны;Доктор Живаго;Дни вина и роз;Филадельфия;Все о моей матери;Когда деревья были большими;Три цвета: Синий;Евгений Онегин;Девушка на мосту"
Дубровский;Драма;Мелодрама;Грустное/Трагическое;Классика (до 2000 года);5.74;677731;;5.2;0;;;;;;;;;;;;"Студия 54;Анюта;Жестокий романс;Уроки французского;Кто боится Вирджинии Вульф?;Кабаре;Тени забытых предков;Простая история;Неоконченная пьеса для механического пианино;Белые росы;Слезы капали;Рассекая волны;Доктор Живаго;Дни вина и роз;Филадельфия;Все о моей матери;Когда деревья были большими;Три цвета: Синий;Евгений Онегин;Девушка на мосту"
Весь этот джаз;Драма;Биографический;Философское;Классика (до 2000 года);7.757;7708;All That Jazz;7.8;7.6;;;;;;;;;;;;"Зеркало;Последнее искушение Христа;Левша;Отец Сергий;Нефть;Море внутри;Часы;Агора;Перо маркиза де Сада;Танец реальности;Шедевр;Мастер;Форрест Гамп;Дэвид Копперфилд;Ночи в стиле буги;Прерванная жизнь;Шофер мисс Дэйзи;Мертвец идет;Страсти по Матвею;Агония"
Оптимистическая трагедия;Драма;Военный;Вдохновляющее;Классика (до 2000 года);7.184;42784;;7;0;;;;;;;;;;;;"Жизнь прекрасна;Запах женщины;Разные судьбы;Мандарины;В лучах солнца;Праведник;Ключи от неба;Легенда Багера Ванса;Мальчик русский;Золотые небеса;Сало, или 120 дней Содома;История;Могила светлячков;Судьба человека;Бег;Охотник на оленей;Апокалипсис;Зимнее утро;Дни Турбиных;Нити"
Отель «Руанда»;Драма;Биографический;Вдохновляющее;Современное кино (2000–2020);7.828;77859;Hotel Rwanda;8.1;8;;;;;;;;;;;;"Зеленая книга;Непобедимый;Лев;Писатели свободы;Почти знаменит;Темные воды;Тренер Картер;Просто помиловать;8 миля;Дикий;Северная страна;Мирный воин;Салют-7;Дворецкий;Рокки Бальбоа;Дикая;Дирижер;Свалка;Про Петра и Павла;Гениальный папа"
Река памяти;Драма;Мелодрама;Грустное/Трагическое;Новинки (2020–2025);6.728;1005063;;0;0;;;;;;;;;;;;"Архангельские новеллы;Послесловие;Судьба резидента;Молодая жена;Другая;Здорово и вечно;Сломленные;Нежный возраст;Мне бы в небо;Три истории;Онегин;Ожидания;Наша Наташа;Роль;Бедная Саша;Событие;Развод;Затишье;Приезжая;Метель"
Дом из маленьких кубиков;Драма;Фэнтези;Философское;Современное кино (2000–2020);8.42;439755;Tsumiki no ie;8.2;0;;;;;;;;;;;;"Портрет Дориана Грея;История призрака;Хижина;Дориан Грей;В ожидании моря;Globe: Доктор Фауст;Седьмая печать;Небо над Берлином;Король-рыбак;Орландо;Сны;Крылья ангела;Каминный гость;Петя по дороге в Царствие Небесное;Знахарка;Гелий;Звери дикого Юга;Милые кости;Офелия;Голос из камня"
Со дна вершины;Драма;Мелодрама;Вдохновляющее;Новинки (2020–2025);7.364;916062;;5.8;0;;;;;;;;;;;;"Голос улиц;Стартап;Чемпион;Небеса обетованные;Вторая жизнь Гарольда Фрая;Королевский гамбит;Примадонна;Купе номер 6;Фуэте;Вкус жизни;Тренер;Игра в четыре руки;Я счастливая;Молодые;Шестнадцатая весна;Паутинка бабьего лета;Белый лебедь;Ледяной драйв;Отвези меня домой;Квартет Гварнери"
Ангел мой;Драма;Семейный;Грустное/Трагическое;Новинки (2020–2025);6.797;1112619;Angel of Mine;6.4;6.7;;;;;;;;;;;;"Светлячок;Вера;Когда наступает сентябрь...;Отец;Облако-рай;Лекарство;Монолог;В яранге горит огонь;Плакса;Серая Шейка;Кит;Дочь;На чужбине;Мать;Качели;Далекие близкие;Страна садов;Сашка;Осень;У озера"
Мечта;Драма;Биографический;Вдохновляющее;Новинки (2020–2025);7.067;1309392;Deurim;6.5;6.6;;;;;;;;;;;;"Натянутая тетива;Сильные духом;Свет;Ника;Дневник пастыря;Не угаснет надежда;Бунтарка;Хоккеисты;Ход белой королевы;Главный;Синг-Синг;Следы апостолов;Форрест Гамп;Зеленая книга;Непобедимый;Лев;Отель «Руанда»;Писатели свободы;Почти знаменит;Темные воды"
Майский дождь;Драма;Семейный;Грустное/Трагическое;Новинки (2020–2025);6.468;701704;;5.9;0;;;;;;;;;;;;"Светлячок;Вера;Когда наступает сентябрь...;Отец;Облако-рай;Лекарство;Монолог;В яранге горит огонь;Плакса;Серая Шейка;Кит;Дочь;На чужбине;Мать;Качели;Далекие близкие;Страна садов;Сашка;Осень;У озера"
Особенные;Драма;Семейный;Вдохновляющее;Новинки (2020–2025);7.85;1170315;Hors normes;7.4;7.4;;;;;;;;;;;;"CODA: Ребенок глухих родителей;Девочка из города;Ты не одинок;Свет вокруг;Исчезнувшее время: Мальчик, который вернулся;Дорога перемен;Палмер;Горечь и сладость;Слушая тишину;Вызов;Благочестивая Марта;От печали до радости;Еще вчера;Мой мальчик;Третий тайм;Минари;Я делаю шаг;Прошу слова;Тронутые;Почти семнадцать"
Фуэте;Драма;Мелодрама;Вдохновляющее;Новинки (2020–2025);7.018;44443;;6.6;0;;;;;;;;;;;;"Голос улиц;Стартап;Чемпион;Небеса обетованные;Вторая жизнь Гарольда Фрая;Королевский гамбит;Примадонна;Купе номер 6;Вкус жизни;Тренер;Со дна вершины;Игра в четыре руки;Я счастливая;Молодые;Шестнадцатая весна;Паутинка бабьего лета;Белый лебедь;Ледяной драйв;Отвези меня домой;Квартет Гварнери"
Weekend;Драма;Мелодрама;Философское;Современное кино (2000–2020);5.85;1356421;Weekend;4.8;0;;;;;;;;;;;;"45 лет;Табу;Театр;Поговори с ней;Зимняя спячка;Трудности перевода;Изгнание;Школьный вальс;О теле и душе;Патерсон;Слова;Молодость;И твою маму тоже;Жена;Призрачная нить;Мечтатели;Безмолвный свет;Париж;Нимфоманка: Часть 1;Лок"
Невыносимая легкость бытия;Драма;Мелодрама;Философское;Классика (до 2000 года);7.31;9299;The Unbearable Lightness of Being;7.2;8.3;;;;;;;;;;;;"Идиот;Легенда о пианисте;Красота по-американски;Короткий фильм о любви;Белорусский вокзал;Три цвета: Красный;Ностальгия;Выпускник;Сто дней после детства;Девять дней одного года;Несколько дней из жизни И.И. Обломова;Жить своей жизнью;Магнолия;Асса;Аталанта;Мужское-женское;Три цвета: Белый;Дорогая Елена Сергеевна;Смерть в Венеции;Знахарь"
Это все он;Драма;Фантастика;Философское;Современное кино (2000–2020);7.085;3659;She's All That;6;5;;;;;;;;;;;;"Загадочная история Бенджамина Баттона;Пробуждение жизни;Меланхолия;Бумажный солдат;Слепота;4;Интервью с Богом;Под электрическими облаками;Высотка;Космополис;Атлант расправил плечи: Часть 3;Шоу Трумана;Кояанискатси;Жертвоприношение;Полеты во сне и наяву;Небесный суд;Человек родился;Восемь с половиной;Восемь с половиной долларов;Вечная жизнь Александра Христофорова"
Жизнь прекрасна;Драма;Военный;Вдохновляющее;Классика (до 2000 года);8.628;381;La vita ? bella;8.6;7.6;;;;;;;;;;;;"Запах женщины;Разные судьбы;Оптимистическая трагедия;Мандарины;В лучах солнца;Праведник;Ключи от неба;Легенда Багера Ванса;Мальчик русский;Золотые небеса;Сало, или 120 дней Содома;История;Могила светлячков;Судьба человека;Бег;Охотник на оленей;Апокалипсис;Зимнее утро;Дни Турбиных;Нити"
Человек без прошлого;Драма;Комедия;Вдохновляющее;Современное кино (2000–2020);7.592;754;Mies vailla menneisyytt?;7.6;8;;;;;;;;;;;;"…А в душе я танцую;Мистер Смит едет в Вашингтон;Цветы лиловые полей;Сукины дети;Дети 90-х;Кавалерия;Великая красота;Голгофа;Географ глобус пропил;Сломанные цветы;Хешер;Серьезный человек;Чеховские мотивы;Свободное плавание;Игби идет ко дну;Юрьев день;Где-то;Артур Ньюман;Середина 90-х;28 дней"
Дориан Грей;Драма;Фэнтези;Философское;Современное кино (2000–2020);6.886;415663;Dorian Gray;6.2;5;;;;;;;;;;;;"Дом из маленьких кубиков;Портрет Дориана Грея;История призрака;Хижина;В ожидании моря;Globe: Доктор Фауст;Седьмая печать;Небо над Берлином;Король-рыбак;Орландо;Сны;Крылья ангела;Каминный гость;Петя по дороге в Царствие Небесное;Знахарка;Гелий;Звери дикого Юга;Милые кости;Офелия;Голос из камня"
Помни меня;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);7.635;461782;Remember Me;7.1;4.5;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
Итальянец;Драма;Семейный;Грустное/Трагическое;Современное кино (2000–2020);7.713;160954;;7.5;7.2;;;;;;;;;;;;"Короткий срок 12;Капернаум;Чудо в камере №7;Цирк «Бабочка»;День и ночь;Укрась прощальное утро цветами обещания;Невозможное;Моя земля;Переходный возраст;Магазинные воришки;Дорогой Фрэнки;Невидимые дети;Долгие проводы;Манчестер у моря;Нелюбовь;Мустанг;Белый олеандр;Мачеха;Елена;Проект «Флорида»"
Параноид парк;Драма;Криминал;Философское;Современное кино (2000–2020);6.469;262420;Paranoid Park;6.6;7;;;;;;;;;;;;"Тело Христово;Место под соснами;Признайте меня виновным;Изображая жертву;Цезарь должен умереть;Духless 2;Стоун;Американская история Х;Таксист;Мертвец;Свой человек;Братья Карамазовы;Правосудие для всех;Плохой хороший человек;Остановился поезд;Джокер. Возмездие;Дикое сердце;Хозяин тайги;Личное дело судьи Ивановой;Непрощенная"
Одуванчик;Драма;Семейный;Грустное/Трагическое;Новинки (2020–2025);6.506;583594;;6.8;0;;;;;;;;;;;;"Светлячок;Вера;Когда наступает сентябрь...;Отец;Облако-рай;Лекарство;Монолог;В яранге горит огонь;Плакса;Серая Шейка;Кит;Дочь;На чужбине;Мать;Качели;Далекие близкие;Страна садов;Сашка;Осень;У озера"
Укрась прощальное утро цветами обещания;Драма;Семейный;Грустное/Трагическое;Современное кино (2000–2020);8.316;1103852;Sayonara no asa ni yakusoku no hana o kazaro;7.4;7.8;;;;;;;;;;;;"Короткий срок 12;Капернаум;Чудо в камере №7;Цирк «Бабочка»;День и ночь;Невозможное;Моя земля;Переходный возраст;Магазинные воришки;Дорогой Фрэнки;Невидимые дети;Итальянец;Долгие проводы;Манчестер у моря;Нелюбовь;Мустанг;Белый олеандр;Мачеха;Елена;Проект «Флорида»"
Тайны прошлого;Драма;Мелодрама;Философское;Новинки (2020–2025);7.236;79768;House of D;6.8;3.8;;;;;;;;;;;;"Вайолет Эвергарден. Вечность и призрак пера;Прошлые жизни;Сядь за руль моей машины;Земля кочевников;Поздняя встреча;По небу босиком;Ветер северный;Дульсинея Тобосская;Большая поэзия;Норвег;Странствующая блудница;Власть убеждений;45 лет;Идиот;Табу;Легенда о пианисте;Красота по-американски;Короткий фильм о любви;Белорусский вокзал;Три цвета: Красный"
Сашка;Драма;Семейный;Грустное/Трагическое;Новинки (2020–2025);7.276;818558;;0;0;;;;;;;;;;;;"Светлячок;Вера;Когда наступает сентябрь...;Отец;Облако-рай;Лекарство;Монолог;В яранге горит огонь;Плакса;Серая Шейка;Кит;Дочь;На чужбине;Мать;Качели;Далекие близкие;Страна садов;Осень;У озера;Мой любимый клоун"
Красные;Драма;Биографический;Вдохновляющее;Классика (до 2000 года);6.934;2808;Reds;7.3;7.9;;;;;;;;;;;;"Форрест Гамп;Дэвид Копперфилд;Шофер мисс Дэйзи;Зеленая книга;Непобедимый;Лев;Отель «Руанда»;Писатели свободы;Почти знаменит;Темные воды;Тренер Картер;Просто помиловать;8 миля;Дикий;Северная страна;Мирный воин;Салют-7;Дворецкий;Рокки Бальбоа;Натянутая тетива"
Деньги господина Арне;Драма;Исторический;Грустное/Трагическое;Классика (до 2000 года);7.414;65147;Herr Arnes pengar;7.1;0;;;;;;;;;;;;"Собор Парижской Богоматери;Харакири;Земля;Гамлет;Ран;Тихий Дон;Девичий источник;Гроздья гнева;Васса;Восток — Запад;Шинель;Поднятая целина;Виринея;Жить;Еще до войны;Алая буква;Иван Денисович;Чернобыль;Сумрачный самурай;Гора самоцветов"
Хижина;Драма;Фэнтези;Философское;Современное кино (2000–2020);7.169;760904;The Shack;6.3;3.9;;;;;;;;;;;;"Дом из маленьких кубиков;Портрет Дориана Грея;История призрака;Дориан Грей;В ожидании моря;Globe: Доктор Фауст;Седьмая печать;Небо над Берлином;Король-рыбак;Орландо;Сны;Крылья ангела;Каминный гость;Петя по дороге в Царствие Небесное;Знахарка;Гелий;Звери дикого Юга;Милые кости;Офелия;Голос из камня"
Медовый месяц;Драма;Семейный;Вдохновляющее;Современное кино (2000–2020);5.93;1048297;Elizabeth Harvest;5.8;5.9;;;;;;;;;;;;"Середина 90-х;Хористы;Брат Баджранги;Гран Торино;Билли Эллиот;Маленькие женщины;Одаренная;Я — Сэм;Мистер Черч;Заплати другому;Кентавр;Преодоление;Леди Берд;Путь домой;Крученый мяч;Возвращение в Бургундию;Хардбол;Звездочки на земле;Грейси;Соло на саксофоне"
Сало, или 120 дней Содома;Драма;Военный;Грустное/Трагическое;Классика (до 2000 года);5.428;39864;Sal? o le 120 giornate di Sodoma;5.8;6.7;;;;;;;;;;;;"История;Могила светлячков;Судьба человека;Бег;Охотник на оленей;Зимнее утро;Дни Турбиных;Нити;Чочара;Утомленные солнцем;Донская повесть;Легенды осени;Выбор Софи;Сорок первый;Кавказский пленник;Отчий дом;Английский пациент;Шведская спичка;Птаха;Журавушка"
Нэшвилл;Драма;Комедия;Философское;Классика (до 2000 года);6.876;912;Nashville;7.6;8.8;;;;;;;;;;;;"Клуб «Завтрак»;Виридиана;Сладкая жизнь;Делай — раз!;Астенический синдром;Идиоты;Придорожная закусочная;В эфире;Кавалерия;Великая красота;Голгофа;Географ глобус пропил;Скверный анекдот;Сломанные цветы;Человек из Подольска;Серьезный человек;Чеховские мотивы;Свободное плавание;Игби идет ко дну;Юрьев день"
Странная женщина;Драма;Мелодрама;Грустное/Трагическое;Классика (до 2000 года);7.303;44006;;6.7;0;;;;;;;;;;;;"Студия 54;Анюта;Жестокий романс;Уроки французского;Кто боится Вирджинии Вульф?;Кабаре;Тени забытых предков;Простая история;Неоконченная пьеса для механического пианино;Белые росы;Слезы капали;Рассекая волны;Доктор Живаго;Дни вина и роз;Филадельфия;Все о моей матери;Когда деревья были большими;Три цвета: Синий;Евгений Онегин;Девушка на мосту"
Чудо в камере №7;Драма;Семейный;Грустное/Трагическое;Современное кино (2000–2020);8.376;1272494;Yedinci Kogustaki Mucize;8.2;0;;;;;;;;;;;;"Короткий срок 12;Капернаум;Цирк «Бабочка»;День и ночь;Укрась прощальное утро цветами обещания;Невозможное;Моя земля;Переходный возраст;Магазинные воришки;Дорогой Фрэнки;Невидимые дети;Итальянец;Долгие проводы;Манчестер у моря;Нелюбовь;Мустанг;Белый олеандр;Мачеха;Елена;Проект «Флорида»"
Мистер Черч;Драма;Семейный;Вдохновляющее;Современное кино (2000–2020);7.782;860683;Mr. Church;7.6;4.9;;;;;;;;;;;;"Середина 90-х;Хористы;Брат Баджранги;Гран Торино;Билли Эллиот;Маленькие женщины;Одаренная;Я — Сэм;Заплати другому;Кентавр;Преодоление;Леди Берд;Путь домой;Крученый мяч;Возвращение в Бургундию;Хардбол;Звездочки на земле;Грейси;Соло на саксофоне;В ожидании чуда"
Милые кости;Драма;Фэнтези;Грустное/Трагическое;Современное кино (2000–2020);7.138;51319;The Lovely Bones;6.6;5;;;;;;;;;;;;"Гелий;Офелия;Голос из камня;Зеленая миля;Птица;Дом из маленьких кубиков;Портрет Дориана Грея;Звери дикого Юга;История призрака;Хижина;Дориан Грей;В ожидании моря;3096 дней;25-й час;21 грамм;12 лет рабства;Чернобыль;Короткий срок 12;Капернаум;Чудо в камере №7"
Серая Шейка;Драма;Семейный;Грустное/Трагическое;Новинки (2020–2025);8.002;258034;;7.1;0;;;;;;;;;;;;"Светлячок;Вера;Когда наступает сентябрь...;Отец;Облако-рай;Лекарство;Монолог;В яранге горит огонь;Плакса;Кит;Дочь;На чужбине;Мать;Качели;Далекие близкие;Страна садов;Сашка;Осень;У озера;Мой любимый клоун"
Дитя погоды;Драма;Семейный;Философское;Современное кино (2000–2020);8.036;1219417;Tenki no ko;7.5;7.5;;;;;;;;;;;;"Развод Надера и Симин;Возвращение;Наследники;Отрочество;Капитан Фантастик;Урок литературы;Небраска;Императорский клуб;О Шмидте;Еще один год;Возвращение домой;Коктебель;Хотел бы я быть здесь;Хэппи-энд;Детки в порядке;Древо жизни;Не оставляющий следа;Возвращение в А;Воришки;Зимний сон"
Заповедник;Драма;Мелодрама;Вдохновляющее;Новинки (2020–2025);5.227;1047421;;4.2;0;;;;;;;;;;;;"Голос улиц;Стартап;Чемпион;Небеса обетованные;Вторая жизнь Гарольда Фрая;Королевский гамбит;Примадонна;Купе номер 6;Фуэте;Вкус жизни;Тренер;Со дна вершины;Игра в четыре руки;Я счастливая;Молодые;Шестнадцатая весна;Паутинка бабьего лета;Белый лебедь;Ледяной драйв;Отвези меня домой"
Толстяк на ринге;Драма;Боевик (Экшен);Вдохновляющее;Современное кино (2000–2020);6.952;518063;Here Comes the Boom;6.4;5;;;;;;;;;;;;"Воин;Крид 2;Жестокий ринг;Одной левой;Болевой порог;Рокки;Нокдаун;Рокки 2;Гран-при;Огонь;Экипаж;Рокки 3;Рокки 4;Ле ман;Аллегро с огнем;Бой;Дни грома;Дикарь;Рокки 5;На краю"
Спроси у пыли;Драма;Мелодрама;Грустное/Трагическое;Современное кино (2000–2020);6.768;63234;Ask the Dust;5.7;5.1;;;;;;;;;;;;"Малышка на миллион;Форма голоса;Искупление;Семь жизней;Танцующая в темноте;Эйфория;Мамочка;Чтец;Хорошо быть тихоней;Крейцерова соната;Запомните меня такой;Любить;Великий Гэтсби;Дом из песка и тумана;Июльский дождь;Одинокий мужчина;Аритмия;И все же Лоранс;Мать и дитя;Я остаюсь"
С широко закрытыми глазами;Драма;Триллер;Философское;Классика (до 2000 года);7.544;3608;Eyes Wide Shut;7.5;7.5;;;;;;;;;;;;"Бойцовский клуб;Персона;Профессия: Репортер;Персонаж;Европа;Жизнь других;Догвилль;Матч Поинт;Второй шанс;Венера в мехах;Мартовские иды;Пылающий;Грех;Как я провел этим летом;Внутренняя империя;Иррациональный человек;Зильс-Мария;Волна;Ложное искушение;В ожидании варваров"
Слова;Драма;Мелодрама;Философское;Современное кино (2000–2020);7.511;580639;The Words;7;4.6;;;;;;;;;;;;"45 лет;Табу;Театр;Поговори с ней;Зимняя спячка;Трудности перевода;Изгнание;Школьный вальс;О теле и душе;Патерсон;Молодость;И твою маму тоже;Жена;Призрачная нить;Мечтатели;Безмолвный свет;Париж;Нимфоманка: Часть 1;Лок;Доказательство"
Холодное лето пятьдесят третьего;Драма;Криминал;Грустное/Трагическое;Классика (до 2000 года);8.253;7660;;7.8;0;;;;;;;;;;;;"Убить пересмешника;Ненависть;На игле;Бильярдист;Калина красная;Спящие;Полуночный ковбой;На дне;Ворошиловский стрелок;Время убивать;Мой друг Иван Лапшин;Делай как надо;Тельма и Луиза;Такси-блюз;Страна глухих;Американская история;Игла;Оливер Твист;Про уродов и людей;Клуб «Коттон»"
Работа без авторства;Драма;Мелодрама;Вдохновляющее;Современное кино (2000–2020);8.07;959606;Werk ohne Autor;7.7;7.4;;;;;;;;;;;;"28 дней;Меня зовут Кхан;Хороший доктор;Миллионер из трущоб;Со склонов Кокурико;Разрисованная вуаль;Вне игры;Найти Форрестера;Вайолет Эвергарден: Вечность и призрак пера;Клуб любителей книг и пирогов из картофельных очистков;Звук металла;Танцы без правил;Завтрак на Плутоне;Мужской стриптиз;Бруклин;Трансамерика;Мажестик;Гол!;Цветы запоздалые;Султан"
Дикие сердцем;Драма;Мелодрама;Философское;Классика (до 2000 года);7.1;;;;;;;;;;;;;;;;"Идиот;Легенда о пианисте;Красота по-американски;Короткий фильм о любви;Белорусский вокзал;Три цвета: Красный;Ностальгия;Выпускник;Сто дней после детства;Девять дней одного года;Несколько дней из жизни И.И. Обломова;Жить своей жизнью;Магнолия;Асса;Аталанта;Мужское-женское;Три цвета: Белый;Дорогая Елена Сергеевна;Смерть в Венеции;Знахарь"
Жить;Драма;Исторический;Грустное/Трагическое;Классика (до 2000 года);7.308;521526;;7;0;;;;;;;;;;;;"Собор Парижской Богоматери;Харакири;Земля;Гамлет;Ран;Тихий Дон;Девичий источник;Гроздья гнева;Васса;Восток — Запад;Шинель;Поднятая целина;Деньги господина Арне;Виринея;Еще до войны;Алая буква;Иван Денисович;Чернобыль;Сумрачный самурай;Гора самоцветов"
