0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Superнянь;Комедия;Семейный;Семейная;Современное кино (2000–2020);6.975;777091;Babysitting;6.8;0;;;;;;;;;;"Винсент;Инглиш-винглиш;Как прогулять школу с пользой;Маленькая мисс Счастье;Усатый нянь;Жизнь этого парня;Мама вышла замуж;Ивановы;Сити-Айленд;Только представь!;Стажер;Семь нянек;Мисс Бабуля;Знакомство с родителями;Безумная свадьба;Школа рока;Повар на колесах;Супер мама;Бархатные ручки;Биллу"
Виктор/Виктория;Комедия;Мелодрама;Романтическая;Классика (до 2000 года);7.848;5616;Victor/Victoria;7.6;8.1;;;;;;;;;;"200 сигарет;Огни большого города;Ханума;10 причин моей ненависти;Служебный роман;Квартира;Девчата;Мимино;За двумя зайцами;Любовь и голуби;Покровские ворота;Укрощение строптивого;Это случилось однажды ночью;Летучая мышь;Чудак из пятого «Б»;Дело было в Пенькове;Курьер;Мне двадцать лет;Магазинчик за углом;Я шагаю по Москве"
Берегите женщин;Комедия;Мелодрама;Романтическая;Классика (до 2000 года);7.872;80747;;6.6;0;;;;;;;;;;"200 сигарет;Огни большого города;Ханума;10 причин моей ненависти;Служебный роман;Квартира;Девчата;Мимино;За двумя зайцами;Любовь и голуби;Покровские ворота;Укрощение строптивого;Это случилось однажды ночью;Летучая мышь;Чудак из пятого «Б»;Дело было в Пенькове;Курьер;Мне двадцать лет;Магазинчик за углом;Я шагаю по Москве"
Старики-разбойники;Комедия;Криминал;Абсурд/Сюр;Классика (до 2000 года);7.907;43977;;7.3;0;;;;;;;;;;"Джентльмены удачи;Бриллиантовая рука;Берегись автомобиля;Не может быть!;Ва-банк;Не горюй!;Попасть в десятку;Блеф;Оскар;Не пойман — не вор;Мой кузен Винни;К-9: Собачья работа;Инспектор ГАИ;Беглецы;Достояние республики;Жандарм из Сен-Тропе;Операция «Святой Януарий»;Воспитание Аризоны;Жандарм и жандарметки;Похождения зубного врача"
Впритык;Комедия;Криминал;Чёрная комедия;Новинки (2020–2025);7.23;464282;Due Date;6.5;5.2;;;;;;;;;;"Здравозахоронение;Однажды в пустыне;С собой не унесешь;Рысь возвращается;Круэлла;Проданный смех;Дурацкое дело нехитрое;Друг на продажу;Подельники;Кококо;Крестная мама;Трын-трава;Деньги на двоих;Багровая мята;Хороший мальчик;Братья Ч;Отчаянные дольщики;Кошелек или жизнь;Красавчик 2;Попали!"
Рафферти;Комедия;Приключения;Абсурд/Сюр;Классика (до 2000 года);7.603;94196;;6.8;0;;;;;;;;;;"Операция «Ы» и другие приключения Шурика;12 стульев;Золотая лихорадка;Паровоз Генерал;Максим Перепелица;Белое солнце пустыни;Добровольцы;Невероятные приключения итальянцев в России;Особенности национальной охоты;Полосатый рейс;Страх и ненависть в Лас-Вегасе;Приключения раввина Якова;Проект А;Зимний вечер в Гаграх;Золотая мина;Соломенная шляпка;Дон Кихот;Спортлото-82;Особенности национальной рыбалки;Тупой и еще тупее"
Лак для волос;Комедия;Семейный;Семейная;Современное кино (2000–2020);6.775;87710;Hairspray;6.7;7.8;;;;;;;;;;"Винсент;Инглиш-винглиш;Как прогулять школу с пользой;Маленькая мисс Счастье;Усатый нянь;Жизнь этого парня;Мама вышла замуж;Ивановы;Сити-Айленд;Только представь!;Стажер;Семь нянек;Мисс Бабуля;Знакомство с родителями;Безумная свадьба;Школа рока;Повар на колесах;Супер мама;Бархатные ручки;Биллу"
Женщин обижать не рекомендуется;Комедия;Фантастика;Романтическая;Новинки (2020–2025);6.881;41334;;5.2;0;;;;;;;;;;"Бойфренд из будущего;31 июня;В четверг и больше никогда;Будь что будет;Превратности судьбы;Ошибка времени;Если бы да кабы;Хочу как ты;Лунная афера;Лови момент;(Не)идеальный мужчина;7 главных желаний;Молодильные яблоки;Yesterday;Безопасность не гарантируется;Чего хотят мужчины;Жизнь задом наперед;Бедные-несчастные;Бабуся;Погнали!"
Фантомас против Скотланд-Ярда;Комедия;Детектив;Абсурд/Сюр;Классика (до 2000 года);7.804;56787;Fant?mas contre Scotland Yard;6.7;0;;;;;;;;;;"Высокий блондин в черном ботинке;Бадшах;Призрак замка Моррисвиль;Эйс Вентура: Розыск домашних животных;Фантомас разбушевался;Ас из асов;Инспектор-разиня;Розовая пантера;Мы с Шерлоком Холмсом;Инспектор Гулл;Стряпуха;Мистериум: Охотники на фазанов;Она его обожает;Розовая пантера 2;Голый пистолет 33 1/3: Последний выпад;Кто подставил кролика Роджера;Его девушка Пятница;Голый пистолет;Фантомас;Совершенно секретно!"
Везучий случай;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);4.9;999471;;3.6;0;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Однажды в провинции;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);6.76;416115;;5.7;0;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Лицензия на брак;Комедия;Мелодрама;Романтическая;Современное кино (2000–2020);6.514;252108;License to Wed;5.3;0;;;;;;;;;;"40 дней и 40 ночей;500 дней лета;50 первых поцелуев;Сорокалетний девственник;Любовь по-взрослому;Практическое руководство по использованию мужчин;Амели;Барфи!;Как отделаться от парня за 10 дней;Старомодная комедия;Реальная любовь;Коллеги;Десятидюймовый герой;Прекрасная эпоха;Впервые замужем;Разиня;Мой парень - псих;Эта дурацкая любовь;Правила виноделов;Горе-творец"
Никто не знает про секс;Комедия;Мелодрама;Романтическая;Современное кино (2000–2020);3.044;161100;;3.4;0;;;;;;;;;;"40 дней и 40 ночей;500 дней лета;50 первых поцелуев;Сорокалетний девственник;Любовь по-взрослому;Практическое руководство по использованию мужчин;Амели;Барфи!;Как отделаться от парня за 10 дней;Старомодная комедия;Реальная любовь;Коллеги;Десятидюймовый герой;Прекрасная эпоха;Впервые замужем;Разиня;Мой парень - псих;Эта дурацкая любовь;Правила виноделов;Горе-творец"
Атомный Иван;Комедия;Фантастика;Абсурд/Сюр;Новинки (2020–2025);5.356;540773;;5.4;0;;;;;;;;;;"Жизнь задом наперед;Бабуся;Погнали!;Зависнуть в Палм-Спрингс;Со мною вот что происходит;Возвращение с Олимпа;Небывальщина;Раз на раз не приходится;Поезд вне расписания;Карп отмороженный;Умные вещи;Любовь не по размеру;Меркурий в опасности;Зависть богов;Не в себе;Однажды утром;Чужие на районе;НЛО;Петрович;Небесная команда"
Брюс Всемогущий;Комедия;Фэнтези;Абсурд/Сюр;Современное кино (2000–2020);7.746;39577;Bruce Almighty;6.8;5.7;;;;;;;;;;"Снова 16;Южный Парк: Воображляндия;Фантазии Фарятьева;Похождения императора;Монах и бес;Человек — швейцарский нож;Небесные жены луговых мари;Тысяча слов;Фея;Спасибо за обмен;Лучший друг;Черный рыцарь;Сын маски;Тот самый Мюнхгаузен;Монти Пайтон и священный Грааль;Вечера на хуторе близ Диканьки;Смысл жизни по Монти Пайтону;Если все;Аризонская мечта;Маска"
Ссудная лавка;Комедия;Криминал;Чёрная комедия;Современное кино (2000–2020);7.414;2141;The Pawnshop;7;0;;;;;;;;;;"99 франков;День получки;Залечь на дно в Брюгге;Однажды... в Голливуде;Неадекватные люди;Чикаго;Плохой Санта;Звуки шума;Жмурки;Семь психопатов;Девять ярдов;Мы — Миллеры;Человек из ресторана;Комедия строгого режима;Убойный футбол;Это случилось в милиции;Парни со стволами;Четыре льва;Бешеные деньги;Молчи в тряпочку"
Ассистент звезды;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);7.009;1269314;The High Note;6.4;6.1;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Непослушник;Комедия;Семейный;Семейная;Новинки (2020–2025);6.442;4290071;;5.5;0;;;;;;;;;;"Хоккейные папы;Счастье;Мужики!;Мама Рома;Шумный день;Отпуск в сентябре;Mister Пронька;Про Сидорова Вову;Сердца четырех;Я купил папу;Маменькины сынки;Шапито-шоу: Уважение и сотрудничество;Вершки и корешки;Мой папа не подарок;Мой младший брат;Добро пожаловать в семью;Манюня в кино;Взрослые дети;Родные;Папаши"
Любите Куперов;Комедия;Семейный;Семейная;Современное кино (2000–2020);6.711;669958;Love the Coopers;5.8;3.9;;;;;;;;;;"Винсент;Инглиш-винглиш;Как прогулять школу с пользой;Маленькая мисс Счастье;Усатый нянь;Жизнь этого парня;Мама вышла замуж;Ивановы;Сити-Айленд;Только представь!;Стажер;Семь нянек;Мисс Бабуля;Знакомство с родителями;Безумная свадьба;Школа рока;Повар на колесах;Супер мама;Бархатные ручки;Биллу"
Громкая связь;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);7.101;1142619;;6.6;0;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Погоня за красотой;Комедия;Мелодрама;Абсурд/Сюр;Новинки (2020–2025);5.925;858027;Bad Hair Day;5.7;0;;;;;;;;;;"Женщина не в себе;Завтрак на траве;Первая попытка;Короче говоря;Кордебалет;Странные мужчины Семеновой Екатерины;Невезучая;Заноза;Труффальдино из Бергамо;Этот смутный объект желания;Воспитание крошки;Двадцатый век;Паспорт;Ошибка дядюшки Ау;Субмарина;Вылет задерживается;Всегда говори «Да»;Тридцать три;Зита и Гита;Лунный папа"
Это случилось в милиции;Комедия;Криминал;Чёрная комедия;Современное кино (2000–2020);6.935;42023;;7;0;;;;;;;;;;"99 франков;День получки;Залечь на дно в Брюгге;Однажды... в Голливуде;Неадекватные люди;Чикаго;Плохой Санта;Звуки шума;Ссудная лавка;Жмурки;Семь психопатов;Девять ярдов;Мы — Миллеры;Человек из ресторана;Комедия строгого режима;Убойный футбол;Парни со стволами;Четыре льва;Бешеные деньги;Молчи в тряпочку"
Совместная поездка;Комедия;Приключения;Абсурд/Сюр;Современное кино (2000–2020);6.26;455181;Ride Along;6.1;4.2;;;;;;;;;;"33;21 и больше;Отель «Гранд Будапешт»;Отель """"Гранд Будапешт;Рок-н-рольщики;Мальчишник в Вегасе;День выборов;Трио из Бельвилля;Королевство полной луны;Три дровосека;Ночь перед Рождеством;Однажды двадцать лет спустя;Шайбу! Шайбу!;Дипломная работа;Поезд на Дарджилинг. Отчаянные путешественники;Евротур;Невероятные приключения Факира;Зачетный препод;Астерикс и Обеликс: Миссия Клеопатра;Смотри в оба!"
Душевная кухня;Комедия;Драма;Абсурд/Сюр;Современное кино (2000–2020);7.064;430571;Soul Kitchen;7.2;6.5;;;;;;;;;;"1+1;Евгений Гришковец: Прощание с бумагой;Милая Фрэнсис;Рассказы;Восьмой класс;Уроки вождения;Мой партнер;1+1: Голливудская история;Три идиота;Овсянки;Новые времена;Амаркорд;Из жизни Федора Кузькина;Ночь на Земле;Скромное обаяние буржуазии;Антон тут рядом;Академия Рашмор;Розенкранц и Гильденштерн мертвы;Репетиция оркестра;Кушать подано!"
Молчи в тряпочку;Комедия;Криминал;Чёрная комедия;Современное кино (2000–2020);7.1;90827;Keeping Mum;6.8;5.9;;;;;;;;;;"99 франков;День получки;Залечь на дно в Брюгге;Однажды... в Голливуде;Неадекватные люди;Чикаго;Плохой Санта;Звуки шума;Ссудная лавка;Жмурки;Семь психопатов;Девять ярдов;Мы — Миллеры;Человек из ресторана;Комедия строгого режима;Убойный футбол;Это случилось в милиции;Парни со стволами;Четыре льва;Бешеные деньги"
Роковая красотка;Комедия;Мелодрама;Романтическая;Классика (до 2000 года);7.428;195200;Hors de prix;7;6.8;;;;;;;;;;"200 сигарет;Огни большого города;Ханума;10 причин моей ненависти;Служебный роман;Квартира;Девчата;Мимино;За двумя зайцами;Любовь и голуби;Покровские ворота;Укрощение строптивого;Это случилось однажды ночью;Летучая мышь;Чудак из пятого «Б»;Дело было в Пенькове;Курьер;Мне двадцать лет;Магазинчик за углом;Я шагаю по Москве"
Всем нужна Кэт;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);5.737;491648;Cat Run;5.5;3.6;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Главный герой;Комедия;Боевик (Экшен);Романтическая;Новинки (2020–2025);7.368;1199100;Free Guy;7.1;7;;;;;;;;;;"Мужчина нарасхват;Ночные игры;Ченнайский экспресс;Птичка на проводе;Безумное свидание;Охотник за головами;Киллеры;Супруги Морган в бегах;К-911;Охота;Крылышко или ножка;Семья по-быстрому;Рыцари справедливости;SuperПерцы;Дублеры;Рука на миллион;Невыносимая тяжесть огромного таланта;Дублер;Спартак и Калашников;Девушки мечты"
За сигаретами;Комедия;Драма;Абсурд/Сюр;Новинки (2020–2025);6.908;694018;Elle s'en va;6.4;6.5;;;;;;;;;;"Антон тут рядом;Кушать подано!;Неуместный человек;Прощальные гастроли;Петровы в гриппе;Лекарство от здоровья;1+1;Новые времена;Амаркорд;Евгений Гришковец: Прощание с бумагой;Из жизни Федора Кузькина;Ночь на Земле;Скромное обаяние буржуазии;Академия Рашмор;Розенкранц и Гильденштерн мертвы;Репетиция оркестра;Милая Фрэнсис;Душевная кухня;Рассказы;Восьмой класс"
Красотки в Париже;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);5.895;776830;Sous les jupes des filles;5.3;0;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Учитель года;Комедия;Семейный;Семейная;Новинки (2020–2025);7.704;22133;School of Life;6.4;0;;;;;;;;;;"Хоккейные папы;Счастье;Мужики!;Мама Рома;Шумный день;Отпуск в сентябре;Mister Пронька;Про Сидорова Вову;Сердца четырех;Я купил папу;Маменькины сынки;Шапито-шоу: Уважение и сотрудничество;Вершки и корешки;Мой папа не подарок;Мой младший брат;Добро пожаловать в семью;Манюня в кино;Взрослые дети;Родные;Папаши"
Руби Спаркс;Комедия;Фэнтези;Романтическая;Современное кино (2000–2020);7.211;582390;Ruby Sparks;7.2;7.2;;;;;;;;;;"Из 13 в 30;Полночь в Париже;Ангел-А;Пенелопа;Сильная слабая женщина;Призраки бывших подружек;Формула любви;Небеса подождут;Мой любимый призрак;К черту на рога;Между ангелом и бесом;Всплеск;Суженый-ряженый;Странные чары;Большой всплеск;Советы с того света;Парикмахерша и чудовище;Русалка на суше;Папе снова 17;16 желаний"
Провинциалка;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);5.798;479347;Hick;5.5;3.1;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Дача;Комедия;Семейный;Семейная;Новинки (2020–2025);6.801;44079;;6.3;0;;;;;;;;;;"Хоккейные папы;Счастье;Мужики!;Мама Рома;Шумный день;Отпуск в сентябре;Mister Пронька;Про Сидорова Вову;Сердца четырех;Я купил папу;Маменькины сынки;Шапито-шоу: Уважение и сотрудничество;Вершки и корешки;Мой папа не подарок;Мой младший брат;Добро пожаловать в семью;Манюня в кино;Взрослые дети;Родные;Папаши"
Первое свидание;Комедия;Мелодрама;Романтическая;Современное кино (2000–2020);6.808;42943;;6.2;0;;;;;;;;;;"40 дней и 40 ночей;500 дней лета;50 первых поцелуев;Сорокалетний девственник;Любовь по-взрослому;Практическое руководство по использованию мужчин;Амели;Барфи!;Как отделаться от парня за 10 дней;Старомодная комедия;Реальная любовь;Коллеги;Десятидюймовый герой;Прекрасная эпоха;Впервые замужем;Разиня;Мой парень - псих;Эта дурацкая любовь;Правила виноделов;Горе-творец"
Сделано в Италии;Комедия;Драма;Семейная;Новинки (2020–2025);8.2;1209697;Made in Italy;7.6;0;;;;;;;;;;"Мешок яблок;Живет такой парень;Неприкасаемые;Шеф;Удивительная миссис Мэй;Смотри как я;Перед классом;Премия;Друг;Странные взрослые;Антон тут рядом;Еще по одной;Почти смешная история;Банши Инишерина;Ужин с придурком;Поп;Кушать подано!;Неуместный человек;Король Стейтен-Айленда;Песни пьющих"
Человек с бульвара Капуцинов;Комедия;Приключения;Пародия/Мемы;Классика (до 2000 года);8.11;45463;;7.6;0;;;;;;;;;;"Аэроплан;Пряности и страсти;Ширли-мырли;Лимонадный Джо;Робин Гуд: Мужчины в трико;Дикие предки;Комедия давно минувших дней;История рыцаря;Борат;Джей и Молчаливый Боб наносят ответный удар;Величайший фильм из всех когда-либо проданных;Пираты! Банда неудачников;Борат 2;Фантазеры;Миллион способов потерять голову;Нефутбол;Большой толстый лгун;Нелепая шестерка;Французский шпион;Йоганутые"
Жмот;Комедия;Семейный;Семейная;Новинки (2020–2025);6.503;959705;Radin!;5.9;0;;;;;;;;;;"Хоккейные папы;Счастье;Мужики!;Мама Рома;Шумный день;Отпуск в сентябре;Mister Пронька;Про Сидорова Вову;Сердца четырех;Я купил папу;Маменькины сынки;Шапито-шоу: Уважение и сотрудничество;Вершки и корешки;Мой папа не подарок;Мой младший брат;Добро пожаловать в семью;Манюня в кино;Взрослые дети;Родные;Папаши"
Сумасшедшая любовь;Комедия;Мелодрама;Романтическая;Современное кино (2000–2020);7.296;1131528;Words on Bathroom Walls;7.2;7.1;;;;;;;;;;"40 дней и 40 ночей;500 дней лета;50 первых поцелуев;Сорокалетний девственник;Любовь по-взрослому;Практическое руководство по использованию мужчин;Амели;Барфи!;Как отделаться от парня за 10 дней;Старомодная комедия;Реальная любовь;Коллеги;Десятидюймовый герой;Прекрасная эпоха;Впервые замужем;Разиня;Мой парень - псих;Эта дурацкая любовь;Правила виноделов;Горе-творец"
Премия;Комедия;Драма;Чёрная комедия;Новинки (2020–2025);8.164;43235;;7.6;0;;;;;;;;;;"Странные взрослые;Еще по одной;Почти смешная история;Банши Инишерина;Ужин с придурком;Поп;Король Стейтен-Айленда;Песни пьющих;Треугольник печали;Лучшие дни впереди;Конченая;Бомжиха;Коматозники;Репортаж со свадьбы;Бомжиха 2;Фото на память;Непосредственно Каха;Однажды... Тарантино;Гараж;Мэри и Макс"
Сбрось маму с поезда;Комедия;Триллер;Чёрная комедия;Классика (до 2000 года);6.659;1577;Throw Momma from the Train;6.3;6;;;;;;;;;;"Ночные забавы;Кабельщик;Паразиты;Дикие истории;Меню;Ингрид едет на Запад;Дюплекс;Дикая история;Эксперимент «Офис» 2;Мисс Медоуз;Элитное общество;Собачье сердце;Бумажная луна;Гараж;Андеграунд;Большой Лебовски;Смех и горе у Бела моря;Развод по-итальянски;Ревизор;Гарольд и Мод"
Тонкая штучка;Комедия;Детектив;Романтическая;Классика (до 2000 года);7.021;40764;;5.8;0;;;;;;;;;;"Его девушка Пятница;Я люблю неприятности;Проклятие нефритового скорпиона;Сенсация;Инкогнито из Петербурга;Голый пистолет 33 1/3: Последний выпад;Кто подставил кролика Роджера;Голый пистолет;Высокий блондин в черном ботинке;Бадшах;Призрак замка Моррисвиль;Фантомас;Фантомас против Скотланд-Ярда;Эйс Вентура: Розыск домашних животных;Фантомас разбушевался;Ас из асов;Совершенно секретно!;Возвращение высокого блондина;Тернер и Хуч;Дела давно минувших дней"
Верные друзья;Комедия;Приключения;Абсурд/Сюр;Новинки (2020–2025);8.455;45728;;7.3;0;;;;;;;;;;"О птичках;Игра Джери;Начальник Чукотки;Остров ошибок;Просто так;Увольнение на берег;Бакенбарды;Недетское кино;Все путем;Карьера Димы Горина;Все путем!;Поехавшая;Хвосты;Фарт;Плакать нельзя;Неудачники;Табачный капитан;Большие деньги;Коля – Перекати поле;Неадекватные люди 2"
Мелкие мошенники;Комедия;Криминал;Чёрная комедия;Современное кино (2000–2020);6.982;834;Small Time Crooks;6.7;6.4;;;;;;;;;;"99 франков;День получки;Залечь на дно в Брюгге;Однажды... в Голливуде;Неадекватные люди;Чикаго;Плохой Санта;Звуки шума;Ссудная лавка;Жмурки;Семь психопатов;Девять ярдов;Мы — Миллеры;Человек из ресторана;Комедия строгого режима;Убойный футбол;Это случилось в милиции;Парни со стволами;Четыре льва;Бешеные деньги"
Лето. Одноклассники. Любовь;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);5.972;495017;LOL;4.4;3.7;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Яна+Янко;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);7.1;905040;;5.6;0;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Отель «Гранд Будапешт»;Комедия;Приключения;Абсурд/Сюр;Современное кино (2000–2020);7.949;683999;The Grand Budapest Hotel;8.1;8.5;;;;;;;;;;"33;21 и больше;Отель """"Гранд Будапешт;Рок-н-рольщики;Мальчишник в Вегасе;День выборов;Трио из Бельвилля;Королевство полной луны;Три дровосека;Ночь перед Рождеством;Однажды двадцать лет спустя;Шайбу! Шайбу!;Дипломная работа;Поезд на Дарджилинг. Отчаянные путешественники;Евротур;Невероятные приключения Факира;Зачетный препод;Астерикс и Обеликс: Миссия Клеопатра;Смотри в оба!;Проект X: Дорвались"
Жандарм и жандарметки;Комедия;Криминал;Абсурд/Сюр;Классика (до 2000 года);7.713;94571;Le gendarme et les gendarmettes;6.2;0;;;;;;;;;;"Джентльмены удачи;Бриллиантовая рука;Берегись автомобиля;Не может быть!;Ва-банк;Не горюй!;Попасть в десятку;Блеф;Оскар;Не пойман — не вор;Мой кузен Винни;Старики-разбойники;К-9: Собачья работа;Инспектор ГАИ;Беглецы;Достояние республики;Жандарм из Сен-Тропе;Операция «Святой Януарий»;Воспитание Аризоны;Похождения зубного врача"
Дикая история;Комедия;Триллер;Чёрная комедия;Современное кино (2000–2020);6.184;943572;El bar;6.3;7;;;;;;;;;;"Паразиты;Дикие истории;Ингрид едет на Запад;Дюплекс;Мисс Медоуз;Ночные забавы;Меню;Кабельщик;Сбрось маму с поезда;Эксперимент «Офис» 2;Элитное общество;99 франков;Секс и 101 смерть;Муви 43;Успеть за 30 минут;Однажды... Тарантино;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс"
Ехали два шофера;Комедия;Приключения;Абсурд/Сюр;Классика (до 2000 года);6.35;40790;;5.8;0;;;;;;;;;;"Операция «Ы» и другие приключения Шурика;12 стульев;Золотая лихорадка;Паровоз Генерал;Максим Перепелица;Белое солнце пустыни;Добровольцы;Невероятные приключения итальянцев в России;Особенности национальной охоты;Полосатый рейс;Страх и ненависть в Лас-Вегасе;Приключения раввина Якова;Проект А;Зимний вечер в Гаграх;Золотая мина;Соломенная шляпка;Дон Кихот;Спортлото-82;Особенности национальной рыбалки;Тупой и еще тупее"
Смешная девчонка;Комедия;Биографический;Романтическая;Классика (до 2000 года);7.948;10304;Funny Girl;7.4;7.6;;;;;;;;;;"Война полов;Зелиг;Сладкий и гадкий;200 сигарет;Друзья;Огни большого города;Ханума;10 причин моей ненависти;Служебный роман;Квартира;Девчата;Мимино;За двумя зайцами;Формула любви;Любовь и голуби;Покровские ворота;Укрощение строптивого;Это случилось однажды ночью;Ищите женщину;Летучая мышь"
Новая машина Майка;Комедия;Семейный;Абсурд/Сюр;Современное кино (2000–2020);7.094;229092;Mike's New Car;7;0;;;;;;;;;;"Престо;Босс;Не время для орехов;Губка Боб — квадратные штаны;Большой секрет для маленькой компании;История странного подростка;Симпсоны: Мучительная продленка;Рассмешите клоуна;Мнимый больной;Сводные братья;Миньоны;Би Муви: Медовый заговор;Застрял в тебе;Безумные соседи;Гадкий я 2;Мистер Бин;Я и другие;Игрушка;Собачья жизнь;Как грибы с Горохом воевали"
Американский пирог: Голая миля;Комедия;Приключения;Абсурд/Сюр;Современное кино (2000–2020);4.879;258454;The Naked Mile;5.1;3.2;;;;;;;;;;"33;21 и больше;Отель «Гранд Будапешт»;Отель """"Гранд Будапешт;Рок-н-рольщики;Мальчишник в Вегасе;День выборов;Трио из Бельвилля;Королевство полной луны;Три дровосека;Ночь перед Рождеством;Однажды двадцать лет спустя;Шайбу! Шайбу!;Дипломная работа;Поезд на Дарджилинг. Отчаянные путешественники;Евротур;Невероятные приключения Факира;Зачетный препод;Астерикс и Обеликс: Миссия Клеопатра;Смотри в оба!"
Классик;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);8.038;41242;;6.7;0;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Будь что будет;Комедия;Фантастика;Романтическая;Новинки (2020–2025);7.059;404333;Whatever Works;7.1;5.5;;;;;;;;;;"Бойфренд из будущего;31 июня;В четверг и больше никогда;Превратности судьбы;Ошибка времени;Если бы да кабы;Хочу как ты;Лунная афера;Женщин обижать не рекомендуется;Лови момент;(Не)идеальный мужчина;7 главных желаний;Молодильные яблоки;Yesterday;Безопасность не гарантируется;Чего хотят мужчины;Жизнь задом наперед;Бедные-несчастные;Бабуся;Погнали!"
